category,product,month,year,price
uk-domestic-mill-prices,Mixed papers,July,2009,25 - 30
uk-domestic-mill-prices,Mixed papers,August,2009,27 - 32
uk-domestic-mill-prices,Mixed papers,September,2009,29 - 34
uk-domestic-mill-prices,Mixed papers,October,2009,30 - 36
uk-domestic-mill-prices,Mixed papers,November,2009,37 - 42
uk-domestic-mill-prices,Mixed papers,December,2009,38 - 43
uk-domestic-mill-prices,Soft mixed (municipal),January,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),February,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),March,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),April,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),May,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),June,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),July,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),August,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),September,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),October,2009,-
uk-domestic-mill-prices,Soft mixed (municipal),November,2009,40 - 48
uk-domestic-mill-prices,Soft mixed (municipal),December,2009,42 - 48
uk-domestic-mill-prices,Old kls (cardboard),January,2009,20 - 25
uk-domestic-mill-prices,Old kls (cardboard),February,2009,20 - 25
uk-domestic-mill-prices,Old kls (cardboard),March,2009,25 - 35
uk-domestic-mill-prices,Old kls (cardboard),April,2009,30 - 40
uk-domestic-mill-prices,Old kls (cardboard),May,2009,30 - 45
uk-domestic-mill-prices,Old kls (cardboard),June,2009,38 - 45
uk-domestic-mill-prices,Old kls (cardboard),July,2009,37 - 45
uk-domestic-mill-prices,Old kls (cardboard),August,2009,42 - 47
uk-domestic-mill-prices,Old kls (cardboard),September,2009,43 - 48
uk-domestic-mill-prices,Old kls (cardboard),October,2009,48 - 53
uk-domestic-mill-prices,Old kls (cardboard),November,2009,48 - 54
uk-domestic-mill-prices,Old kls (cardboard),December,2009,51 - 55
uk-domestic-mill-prices,News and pams,January,2009,45 - 50
uk-domestic-mill-prices,News and pams,February,2009,45 - 50
uk-domestic-mill-prices,News and pams,March,2009,47 - 52
uk-domestic-mill-prices,News and pams,April,2009,55 - 60
uk-domestic-mill-prices,News and pams,May,2009,60 - 65
uk-domestic-mill-prices,News and pams,June,2009,65 - 70
uk-domestic-mill-prices,News and pams,July,2009,70 - 75
uk-domestic-mill-prices,News and pams,August,2009,70 - 80
uk-domestic-mill-prices,News and pams,September,2009,75 - 80
uk-domestic-mill-prices,News and pams,October,2009,75 - 80
uk-domestic-mill-prices,News and pams,November,2009,72 - 80
uk-domestic-mill-prices,News and pams,December,2009,75 - 80
uk-domestic-mill-prices,Over-issue news,January,2009,50 - 55
uk-domestic-mill-prices,Over-issue news,February,2009,50 - 55
uk-domestic-mill-prices,Over-issue news,March,2009,52 - 58
uk-domestic-mill-prices,Over-issue news,April,2009,58 - 62
uk-domestic-mill-prices,Over-issue news,May,2009,63 - 68
uk-domestic-mill-prices,Over-issue news,June,2009,70 - 75
uk-domestic-mill-prices,Over-issue news,July,2009,78 - 80
uk-domestic-mill-prices,Over-issue news,August,2009,80 - 90
uk-domestic-mill-prices,Over-issue news,September,2009,80 - 87
uk-domestic-mill-prices,Over-issue news,October,2009,82 - 86
uk-domestic-mill-prices,Over-issue news,November,2009,80 - 87
uk-domestic-mill-prices,Over-issue news,December,2009,82 - 87
uk-domestic-mill-prices,Sorted office waste,January,2009,64 - 67
uk-domestic-mill-prices,Sorted office waste,February,2009,65 - 69
uk-domestic-mill-prices,Sorted office waste,March,2009,65 - 69
uk-domestic-mill-prices,Sorted office waste,April,2009,78 - 82
uk-domestic-mill-prices,Sorted office waste,May,2009,78 - 82
uk-domestic-mill-prices,Sorted office waste,June,2009,79 - 82
uk-domestic-mill-prices,Sorted office waste,July,2009,77 - 80
uk-domestic-mill-prices,Sorted office waste,August,2009,77 - 80
uk-domestic-mill-prices,Sorted office waste,September,2009,77 - 80
uk-domestic-mill-prices,Sorted office waste,October,2009,82 - 85
uk-domestic-mill-prices,Sorted office waste,November,2009,82 - 85
uk-domestic-mill-prices,Sorted office waste,December,2009,86 - 90
uk-domestic-mill-prices,Coloured best pams,January,2009,68 - 70
uk-domestic-mill-prices,Coloured best pams,February,2009,73 - 75
uk-domestic-mill-prices,Coloured best pams,March,2009,73 - 75
uk-domestic-mill-prices,Coloured best pams,April,2009,80 - 84
uk-domestic-mill-prices,Coloured best pams,May,2009,81 - 85
uk-domestic-mill-prices,Coloured best pams,June,2009,82 - 85
uk-domestic-mill-prices,Coloured best pams,July,2009,80 - 83
uk-domestic-mill-prices,Coloured best pams,August,2009,82 - 85
uk-domestic-mill-prices,Coloured best pams,September,2009,82 - 85
uk-domestic-mill-prices,Coloured best pams,October,2009,87 - 90
uk-domestic-mill-prices,Coloured best pams,November,2009,87 - 90
uk-domestic-mill-prices,Coloured best pams,December,2009,92 - 95
uk-domestic-mill-prices,Multigrade,January,2009,70 - 72
uk-domestic-mill-prices,Multigrade,February,2009,75 - 78
uk-domestic-mill-prices,Multigrade,March,2009,75 - 80
uk-domestic-mill-prices,Multigrade,April,2009,85 - 90
uk-domestic-mill-prices,Multigrade,May,2009,88 - 92
uk-domestic-mill-prices,Multigrade,June,2009,90 - 92
uk-domestic-mill-prices,Multigrade,July,2009,88 - 92
uk-domestic-mill-prices,Multigrade,August,2009,89 - 93
uk-domestic-mill-prices,Multigrade,September,2009,89 - 93
uk-domestic-mill-prices,Multigrade,October,2009,93 - 97
uk-domestic-mill-prices,Multigrade,November,2009,93 - 96
uk-domestic-mill-prices,Multigrade,December,2009,96 - 100
uk-domestic-mill-prices,Coloured letter,January,2009,71 - 73
uk-domestic-mill-prices,Coloured letter,February,2009,76 - 80
uk-domestic-mill-prices,Coloured letter,March,2009,76 - 80
uk-domestic-mill-prices,Coloured letter,April,2009,87 - 92
uk-domestic-mill-prices,Coloured letter,May,2009,90 - 95
uk-domestic-mill-prices,Coloured letter,June,2009,91 - 95
uk-domestic-mill-prices,Coloured letter,July,2009,88 - 94
uk-domestic-mill-prices,Coloured letter,August,2009,92 - 96
uk-domestic-mill-prices,Coloured letter,September,2009,92 - 96
uk-domestic-mill-prices,Coloured letter,October,2009,96 - 99
uk-domestic-mill-prices,Coloured letter,November,2009,96 - 99
uk-domestic-mill-prices,Coloured letter,December,2009,99 - 103
uk-domestic-mill-prices,Light letter,January,2009,80 - 88
uk-domestic-mill-prices,Light letter,February,2009,85 - 93
uk-domestic-mill-prices,Light letter,March,2009,85 - 93
uk-domestic-mill-prices,Light letter,April,2009,110 - 120
uk-domestic-mill-prices,Light letter,May,2009,110 - 120
uk-domestic-mill-prices,Light letter,June,2009,110 - 120
uk-domestic-mill-prices,Light letter,July,2009,110 - 120
uk-domestic-mill-prices,Light letter,August,2009,110 - 120
uk-domestic-mill-prices,Light letter,September,2009,110 - 120
uk-domestic-mill-prices,Light letter,October,2009,112 - 120
uk-domestic-mill-prices,Light letter,November,2009,112 - 120
uk-domestic-mill-prices,Light letter,December,2009,112 - 120
uk-domestic-mill-prices,White letter,January,2009,120 - 140
uk-domestic-mill-prices,White letter,February,2009,150 - 155
uk-domestic-mill-prices,White letter,March,2009,150 - 155
uk-domestic-mill-prices,White letter,April,2009,155 - 160
uk-domestic-mill-prices,White letter,May,2009,160 - 170
uk-domestic-mill-prices,White letter,June,2009,160 - 170
uk-domestic-mill-prices,White letter,July,2009,160 - 170
uk-domestic-mill-prices,White letter,August,2009,160 - 170
uk-domestic-mill-prices,White letter,September,2009,160 - 170
uk-domestic-mill-prices,White letter,October,2009,160 - 170
uk-domestic-mill-prices,White letter,November,2009,160 - 170
uk-domestic-mill-prices,White letter,December,2009,160 - 170
uk-domestic-mill-prices,Computer paper,January,2009,135 - 145
uk-domestic-mill-prices,Computer paper,February,2009,150 - 160
uk-domestic-mill-prices,Computer paper,March,2009,150 - 160
uk-domestic-mill-prices,Computer paper,April,2009,150 - 160
uk-domestic-mill-prices,Computer paper,May,2009,150 - 160
uk-domestic-mill-prices,Computer paper,June,2009,150 - 160
uk-domestic-mill-prices,Computer paper,July,2009,150 - 160
uk-domestic-mill-prices,Computer paper,August,2009,150 - 160
uk-domestic-mill-prices,Computer paper,September,2009,150 - 160
uk-domestic-mill-prices,Computer paper,October,2009,150 - 160
uk-domestic-mill-prices,Computer paper,November,2009,150 - 160
uk-domestic-mill-prices,Computer paper,December,2009,150 - 160
uk-domestic-mill-prices,Mixed papers,January,2010,40 - 50
uk-domestic-mill-prices,Mixed papers,February,2010,42 - 55
uk-domestic-mill-prices,Mixed papers,March,2010,60 - 70
uk-domestic-mill-prices,Mixed papers,April,2010,65 - 75
uk-domestic-mill-prices,Mixed papers,May,2010,65 - 75
uk-domestic-mill-prices,Mixed papers,June,2010,55 - 65
uk-domestic-mill-prices,Mixed papers,July,2010,55 - 65
uk-domestic-mill-prices,Mixed papers,August,2010,60 - 67
uk-domestic-mill-prices,Mixed papers,September,2010,65 - 73
uk-domestic-mill-prices,Mixed papers,October,2010,67 - 75
uk-domestic-mill-prices,Mixed papers,November,2010,70 - 80
uk-domestic-mill-prices,Mixed papers,December,2010,70 - 80
uk-domestic-mill-prices,Soft Mixed (municipal),January,2010,0 - 55
uk-domestic-mill-prices,Soft Mixed (municipal),February,2010,50 - 60
uk-domestic-mill-prices,Soft Mixed (municipal),March,2010,65 - 75
uk-domestic-mill-prices,Soft Mixed (municipal),April,2010,68 - 78
uk-domestic-mill-prices,Soft Mixed (municipal),May,2010,70 - 80
uk-domestic-mill-prices,Soft Mixed (municipal),June,2010,60 - 70
uk-domestic-mill-prices,Soft Mixed (municipal),July,2010,65 - 70
uk-domestic-mill-prices,Soft Mixed (municipal),August,2010,65 - 75
uk-domestic-mill-prices,Soft Mixed (municipal),September,2010,70 - 78
uk-domestic-mill-prices,Soft Mixed (municipal),October,2010,72 - 80
uk-domestic-mill-prices,Soft Mixed (municipal),November,2010,74 - 82
uk-domestic-mill-prices,Soft Mixed (municipal),December,2010,74 - 82
uk-domestic-mill-prices,Old Kls (cardboard),January,2010,55 - 65
uk-domestic-mill-prices,Old Kls (cardboard),February,2010,57 - 70
uk-domestic-mill-prices,Old Kls (cardboard),March,2010,68 - 76
uk-domestic-mill-prices,Old Kls (cardboard),April,2010,72 - 82
uk-domestic-mill-prices,Old Kls (cardboard),May,2010,72 - 82
uk-domestic-mill-prices,Old Kls (cardboard),June,2010,65 - 75
uk-domestic-mill-prices,Old Kls (cardboard),July,2010,70 - 80
uk-domestic-mill-prices,Old Kls (cardboard),August,2010,74 - 82
uk-domestic-mill-prices,Old Kls (cardboard),September,2010,79 - 87
uk-domestic-mill-prices,Old Kls (cardboard),October,2010,78 - 87
uk-domestic-mill-prices,Old Kls (cardboard),November,2010,80 - 91
uk-domestic-mill-prices,Old Kls (cardboard),December,2010,82 - 95
uk-domestic-mill-prices,News and pams,January,2010,80 - 85
uk-domestic-mill-prices,News and pams,February,2010,85 - 87
uk-domestic-mill-prices,News and pams,March,2010,103 - 110
uk-domestic-mill-prices,News and pams,April,2010,98 - 105
uk-domestic-mill-prices,News and pams,May,2010,98 - 106
uk-domestic-mill-prices,News and pams,June,2010,105 - 110
uk-domestic-mill-prices,News and pams,July,2010,107 - 112
uk-domestic-mill-prices,News and pams,August,2010,112 - 115
uk-domestic-mill-prices,News and pams,September,2010,115 - 120
uk-domestic-mill-prices,News and pams,October,2010,115 - 120
uk-domestic-mill-prices,News and pams,November,2010,115 - 120
uk-domestic-mill-prices,News and pams,December,2010,115 - 120
uk-domestic-mill-prices,Over-issue news,January,2010,85 - 90
uk-domestic-mill-prices,Over-issue news,February,2010,87 - 92
uk-domestic-mill-prices,Over-issue news,March,2010,107 - 115
uk-domestic-mill-prices,Over-issue news,April,2010,107 - 112
uk-domestic-mill-prices,Over-issue news,May,2010,108 - 115
uk-domestic-mill-prices,Over-issue news,June,2010,108 - 115
uk-domestic-mill-prices,Over-issue news,July,2010,112 - 120
uk-domestic-mill-prices,Over-issue news,August,2010,115 - 125
uk-domestic-mill-prices,Over-issue news,September,2010,118 - 125
uk-domestic-mill-prices,Over-issue news,October,2010,118 - 125
uk-domestic-mill-prices,Over-issue news,November,2010,120 - 127
uk-domestic-mill-prices,Over-issue news,December,2010,120 - 127
uk-domestic-mill-prices,Sorted office waste,January,2010,90 - 93
uk-domestic-mill-prices,Sorted office waste,February,2010,90 - 95
uk-domestic-mill-prices,Sorted office waste,March,2010,95 - 100
uk-domestic-mill-prices,Sorted office waste,April,2010,100 - 110
uk-domestic-mill-prices,Sorted office waste,May,2010,110 - 120
uk-domestic-mill-prices,Sorted office waste,June,2010,130 - 135
uk-domestic-mill-prices,Sorted office waste,July,2010,135 - 145
uk-domestic-mill-prices,Sorted office waste,August,2010,150 - 160
uk-domestic-mill-prices,Sorted office waste,September,2010,160 - 170
uk-domestic-mill-prices,Sorted office waste,October,2010,158 - 168
uk-domestic-mill-prices,Sorted office waste,November,2010,158 - 168
uk-domestic-mill-prices,Sorted office waste,December,2010,153 - 163
uk-domestic-mill-prices,Coloured best pams,January,2010,93 - 96
uk-domestic-mill-prices,Coloured best pams,February,2010,94 - 97
uk-domestic-mill-prices,Coloured best pams,March,2010,103 - 107
uk-domestic-mill-prices,Coloured best pams,April,2010,105 - 115
uk-domestic-mill-prices,Coloured best pams,May,2010,115 - 120
uk-domestic-mill-prices,Coloured best pams,June,2010,-
uk-domestic-mill-prices,Coloured best pams,July,2010,147 - 157
uk-domestic-mill-prices,Coloured best pams,August,2010,147 - 157
uk-domestic-mill-prices,Coloured best pams,September,2010,170 - 180
uk-domestic-mill-prices,Coloured best pams,October,2010,165 - 175
uk-domestic-mill-prices,Coloured best pams,November,2010,160 - 170
uk-domestic-mill-prices,Coloured best pams,December,2010,155 - 165
uk-domestic-mill-prices,Multigrade,January,2010,100 - 110
uk-domestic-mill-prices,Multigrade,February,2010,105 - 110
uk-domestic-mill-prices,Multigrade,March,2010,110 - 120
uk-domestic-mill-prices,Multigrade,April,2010,20 - 135
uk-domestic-mill-prices,Multigrade,May,2010,130 - 145
uk-domestic-mill-prices,Multigrade,June,2010,140 - 145
uk-domestic-mill-prices,Multigrade,July,2010,150 - 160
uk-domestic-mill-prices,Multigrade,August,2010,165 - 175
uk-domestic-mill-prices,Multigrade,September,2010,175 - 185
uk-domestic-mill-prices,Multigrade,October,2010,170 - 180
uk-domestic-mill-prices,Multigrade,November,2010,165 - 175
uk-domestic-mill-prices,Multigrade,December,2010,165 - 170
uk-domestic-mill-prices,Coloured letter,January,2010,98 - 110
uk-domestic-mill-prices,Coloured letter,February,2010,105 - 110
uk-domestic-mill-prices,Coloured letter,March,2010,110 - 120
uk-domestic-mill-prices,Coloured letter,April,2010,125 - 138
uk-domestic-mill-prices,Coloured letter,May,2010,133 - 148
uk-domestic-mill-prices,Coloured letter,June,2010,-
uk-domestic-mill-prices,Coloured letter,July,2010,-
uk-domestic-mill-prices,Coloured letter,August,2010,-
uk-domestic-mill-prices,Coloured letter,September,2010,-
uk-domestic-mill-prices,Coloured letter,October,2010,-
uk-domestic-mill-prices,Coloured letter,November,2010,-
uk-domestic-mill-prices,Coloured letter,December,2010,-
uk-domestic-mill-prices,Light letter,January,2010,120 - 125
uk-domestic-mill-prices,Light letter,February,2010,122 - 127
uk-domestic-mill-prices,Light letter,March,2010,125 - 132
uk-domestic-mill-prices,Light letter,April,2010,130 - 150
uk-domestic-mill-prices,Light letter,May,2010,135 - 150
uk-domestic-mill-prices,Light letter,June,2010,145 - 155
uk-domestic-mill-prices,Light letter,July,2010,160 - 170
uk-domestic-mill-prices,Light letter,August,2010,180 - 190
uk-domestic-mill-prices,Light letter,September,2010,188 - 193
uk-domestic-mill-prices,Light letter,October,2010,188 - 193
uk-domestic-mill-prices,Light letter,November,2010,188 - 195
uk-domestic-mill-prices,Light letter,December,2010,185 - 195
uk-domestic-mill-prices,White letter,January,2010,160 - 170
uk-domestic-mill-prices,White letter,February,2010,170 - 175
uk-domestic-mill-prices,White letter,March,2010,170 - 180
uk-domestic-mill-prices,White letter,April,2010,195 - 205
uk-domestic-mill-prices,White letter,May,2010,205 - 220
uk-domestic-mill-prices,White letter,June,2010,210 - 230
uk-domestic-mill-prices,White letter,July,2010,215 - 235
uk-domestic-mill-prices,White letter,August,2010,235 - 245
uk-domestic-mill-prices,White letter,September,2010,230 - 250
uk-domestic-mill-prices,White letter,October,2010,230 - 250
uk-domestic-mill-prices,White letter,November,2010,230 - 250
uk-domestic-mill-prices,White letter,December,2010,230 - 250
uk-domestic-mill-prices,Computer paper,January,2010,155 - 165
uk-domestic-mill-prices,Computer paper,February,2010,170 - 175
uk-domestic-mill-prices,Computer paper,March,2010,170 - 175
uk-domestic-mill-prices,Computer paper,April,2010,180 - 185
uk-domestic-mill-prices,Computer paper,May,2010,180 - 185
uk-domestic-mill-prices,Computer paper,June,2010,-
uk-domestic-mill-prices,Computer paper,July,2010,-
uk-domestic-mill-prices,Computer paper,August,2010,-
uk-domestic-mill-prices,Computer paper,September,2010,-
uk-domestic-mill-prices,Computer paper,October,2010,-
uk-domestic-mill-prices,Computer paper,November,2010,-
uk-domestic-mill-prices,Computer paper,December,2010,-
uk-domestic-mill-prices,Mixed papers,January,2011,75 - 87
uk-domestic-mill-prices,Mixed papers,February,2011,80 - 90
uk-domestic-mill-prices,Mixed papers,March,2011,85 - 95
uk-domestic-mill-prices,Mixed papers,April,2011,88 - 100
uk-domestic-mill-prices,Mixed papers,May,2011,88 - 100
uk-domestic-mill-prices,Mixed papers,June,2011,90 - 100
uk-domestic-mill-prices,Mixed papers,July,2011,90 - 101
uk-domestic-mill-prices,Mixed papers,August,2011,95 - 105
uk-domestic-mill-prices,Mixed papers,September,2011,95 - 105
uk-domestic-mill-prices,Mixed papers,October,2011,88 - 95
uk-domestic-mill-prices,Mixed papers,November,2011,65 - 75
uk-domestic-mill-prices,Mixed papers,December,2011,67 - 75
uk-domestic-mill-prices,Old kls (cardboard),January,2011,90 - 95
uk-domestic-mill-prices,Old kls (cardboard),February,2011,93 - 105
uk-domestic-mill-prices,Old kls (cardboard),March,2011,100 - 110
uk-domestic-mill-prices,Old kls (cardboard),April,2011,102 - 115
uk-domestic-mill-prices,Old kls (cardboard),May,2011,101 - 113
uk-domestic-mill-prices,Old kls (cardboard),June,2011,102 - 119
uk-domestic-mill-prices,Old kls (cardboard),July,2011,105 - 120
uk-domestic-mill-prices,Old kls (cardboard),August,2011,108 - 121
uk-domestic-mill-prices,Old kls (cardboard),September,2011,105 - 118
uk-domestic-mill-prices,Old kls (cardboard),October,2011,90 - 105
uk-domestic-mill-prices,Old kls (cardboard),November,2011,75 - 85
uk-domestic-mill-prices,Old kls (cardboard),December,2011,78 - 87
uk-domestic-mill-prices,News and pams,January,2011,116 - 122
uk-domestic-mill-prices,News and pams,February,2011,119 - 125
uk-domestic-mill-prices,News and pams,March,2011,125 - 130
uk-domestic-mill-prices,News and pams,April,2011,125 - 130
uk-domestic-mill-prices,News and pams,May,2011,120 - 130
uk-domestic-mill-prices,News and pams,June,2011,120 - 130
uk-domestic-mill-prices,News and pams,July,2011,125 - 135
uk-domestic-mill-prices,News and pams,August,2011,130 - 140
uk-domestic-mill-prices,News and pams,September,2011,129 - 139
uk-domestic-mill-prices,News and pams,October,2011,123 - 135
uk-domestic-mill-prices,News and pams,November,2011,100 - 105
uk-domestic-mill-prices,News and pams,December,2011,95 - 100
uk-domestic-mill-prices,Over-issue news,January,2011,127 - 130
uk-domestic-mill-prices,Over-issue news,February,2011,128 - 132
uk-domestic-mill-prices,Over-issue news,March,2011,130 - 135
uk-domestic-mill-prices,Over-issue news,April,2011,130 - 135
uk-domestic-mill-prices,Over-issue news,May,2011,130 - 135
uk-domestic-mill-prices,Over-issue news,June,2011,130 - 137
uk-domestic-mill-prices,Over-issue news,July,2011,135 - 145
uk-domestic-mill-prices,Over-issue news,August,2011,135 - 145
uk-domestic-mill-prices,Over-issue news,September,2011,135 - 145
uk-domestic-mill-prices,Over-issue news,October,2011,130 - 135
uk-domestic-mill-prices,Over-issue news,November,2011,110 - 122
uk-domestic-mill-prices,Over-issue news,December,2011,100 - 110
uk-domestic-mill-prices,Sorted office waste,January,2011,160 - 165
uk-domestic-mill-prices,Sorted office waste,February,2011,160 - 165
uk-domestic-mill-prices,Sorted office waste,March,2011,165 - 170
uk-domestic-mill-prices,Sorted office waste,April,2011,165 - 170
uk-domestic-mill-prices,Sorted office waste,May,2011,168 - 174
uk-domestic-mill-prices,Sorted office waste,June,2011,168 - 174
uk-domestic-mill-prices,Sorted office waste,July,2011,168 - 174
uk-domestic-mill-prices,Sorted office waste,August,2011,168 - 173
uk-domestic-mill-prices,Sorted office waste,September,2011,168 - 173
uk-domestic-mill-prices,Sorted office waste,October,2011,158 - 165
uk-domestic-mill-prices,Sorted office waste,November,2011,105 - 115
uk-domestic-mill-prices,Sorted office waste,December,2011,100 - 105
uk-domestic-mill-prices,Coloured best pams,January,2011,165 - 170
uk-domestic-mill-prices,Coloured best pams,February,2011,165 - 170
uk-domestic-mill-prices,Coloured best pams,March,2011,170 - 175
uk-domestic-mill-prices,Coloured best pams,April,2011,170 - 175
uk-domestic-mill-prices,Coloured best pams,May,2011,171 - 176
uk-domestic-mill-prices,Coloured best pams,June,2011,171 - 176
uk-domestic-mill-prices,Coloured best pams,July,2011,171 - 175
uk-domestic-mill-prices,Coloured best pams,August,2011,171 - 175
uk-domestic-mill-prices,Coloured best pams,September,2011,171 - 175
uk-domestic-mill-prices,Coloured best pams,October,2011,162 - 165
uk-domestic-mill-prices,Coloured best pams,November,2011,110 - 130
uk-domestic-mill-prices,Coloured best pams,December,2011,95 - 105
uk-domestic-mill-prices,Multigrade,January,2011,172 - 196
uk-domestic-mill-prices,Multigrade,February,2011,172 - 196
uk-domestic-mill-prices,Multigrade,March,2011,174 - 178
uk-domestic-mill-prices,Multigrade,April,2011,174 - 177
uk-domestic-mill-prices,Multigrade,May,2011,176 - 179
uk-domestic-mill-prices,Multigrade,June,2011,175 - 179
uk-domestic-mill-prices,Multigrade,July,2011,175 - 178
uk-domestic-mill-prices,Multigrade,August,2011,175 - 178
uk-domestic-mill-prices,Multigrade,September,2011,176 - 179
uk-domestic-mill-prices,Multigrade,October,2011,165 - 170
uk-domestic-mill-prices,Multigrade,November,2011,110 - 135
uk-domestic-mill-prices,Multigrade,December,2011,105 - 120
uk-domestic-mill-prices,Light letter,January,2011,190 - 205
uk-domestic-mill-prices,Light letter,February,2011,190 - 205
uk-domestic-mill-prices,Light letter,March,2011,195 - 219
uk-domestic-mill-prices,Light letter,April,2011,195 - 219
uk-domestic-mill-prices,Light letter,May,2011,195 - 220
uk-domestic-mill-prices,Light letter,June,2011,190 - 218
uk-domestic-mill-prices,Light letter,July,2011,190 - 218
uk-domestic-mill-prices,Light letter,August,2011,190 - 215
uk-domestic-mill-prices,Light letter,September,2011,190 - 215
uk-domestic-mill-prices,Light letter,October,2011,180 - 200
uk-domestic-mill-prices,Light letter,November,2011,155 - 175
uk-domestic-mill-prices,Light letter,December,2011,140 - 145
uk-domestic-mill-prices,White letter,January,2011,240 - 260
uk-domestic-mill-prices,White letter,February,2011,240 - 260
uk-domestic-mill-prices,White letter,March,2011,245 - 265
uk-domestic-mill-prices,White letter,April,2011,245 - 260
uk-domestic-mill-prices,White letter,May,2011,245 - 260
uk-domestic-mill-prices,White letter,June,2011,240 - 255
uk-domestic-mill-prices,White letter,July,2011,240 - 255
uk-domestic-mill-prices,White letter,August,2011,240 - 250
uk-domestic-mill-prices,White letter,September,2011,240 - 248
uk-domestic-mill-prices,White letter,October,2011,225 - 235
uk-domestic-mill-prices,White letter,November,2011,180 - 200
uk-domestic-mill-prices,White letter,December,2011,160 - 175
uk-domestic-mill-prices,Mixed papers,January,2012,70 - 75
uk-domestic-mill-prices,Mixed papers,February,2012,80 - 85
uk-domestic-mill-prices,Mixed papers,March,2012,80 - 85
uk-domestic-mill-prices,Mixed papers,April,2012,75 - 80
uk-domestic-mill-prices,Mixed papers,May,2012,58 - 65
uk-domestic-mill-prices,Mixed papers,June,2012,53 - 60
uk-domestic-mill-prices,Mixed papers,July,2012,50 - 55
uk-domestic-mill-prices,Mixed papers,August,2012,35 - 48
uk-domestic-mill-prices,Mixed papers,September,2012,30 - 43
uk-domestic-mill-prices,Mixed papers,October,2012,35 - 45
uk-domestic-mill-prices,Mixed papers,November,2012,45 - 60
uk-domestic-mill-prices,Mixed papers,December,2012,45 - 55
uk-domestic-mill-prices,Old kls (cardboard),January,2012,81 - 90
uk-domestic-mill-prices,Old kls (cardboard),February,2012,90 - 102
uk-domestic-mill-prices,Old kls (cardboard),March,2012,82 - 100
uk-domestic-mill-prices,Old kls (cardboard),April,2012,77 - 95
uk-domestic-mill-prices,Old kls (cardboard),May,2012,70 - 80
uk-domestic-mill-prices,Old kls (cardboard),June,2012,64 - 75
uk-domestic-mill-prices,Old kls (cardboard),July,2012,60 - 70
uk-domestic-mill-prices,Old kls (cardboard),August,2012,52 - 62
uk-domestic-mill-prices,Old kls (cardboard),September,2012,52 - 62
uk-domestic-mill-prices,Old kls (cardboard),October,2012,55 - 70
uk-domestic-mill-prices,Old kls (cardboard),November,2012,56 - 78
uk-domestic-mill-prices,Old kls (cardboard),December,2012,59 - 69
uk-domestic-mill-prices,News and pams,January,2012,105 - 110
uk-domestic-mill-prices,News and pams,February,2012,105 - 115
uk-domestic-mill-prices,News and pams,March,2012,105 - 115
uk-domestic-mill-prices,News and pams,April,2012,110 - 115
uk-domestic-mill-prices,News and pams,May,2012,100 - 110
uk-domestic-mill-prices,News and pams,June,2012,100 - 110
uk-domestic-mill-prices,News and pams,July,2012,90 - 100
uk-domestic-mill-prices,News and pams,August,2012,86 - 96
uk-domestic-mill-prices,News and pams,September,2012,85 - 95
uk-domestic-mill-prices,News and pams,October,2012,87 - 95
uk-domestic-mill-prices,News and pams,November,2012,85 - 90
uk-domestic-mill-prices,News and pams,December,2012,85 - 90
uk-domestic-mill-prices,Over-issue news,January,2012,105 - 120
uk-domestic-mill-prices,Over-issue news,February,2012,105 - 120
uk-domestic-mill-prices,Over-issue news,March,2012,110 - 120
uk-domestic-mill-prices,Over-issue news,April,2012,115 - 120
uk-domestic-mill-prices,Over-issue news,May,2012,105 - 115
uk-domestic-mill-prices,Over-issue news,June,2012,105 - 112
uk-domestic-mill-prices,Over-issue news,July,2012,100 - 110
uk-domestic-mill-prices,Over-issue news,August,2012,92 - 102
uk-domestic-mill-prices,Over-issue news,September,2012,95 - 103
uk-domestic-mill-prices,Over-issue news,October,2012,95 - 103
uk-domestic-mill-prices,Over-issue news,November,2012,90 - 95
uk-domestic-mill-prices,Over-issue news,December,2012,90 - 95
uk-domestic-mill-prices,Sorted office waste,January,2012,100 - 110
uk-domestic-mill-prices,Sorted office waste,February,2012,110 - 118
uk-domestic-mill-prices,Sorted office waste,March,2012,115 - 122
uk-domestic-mill-prices,Sorted office waste,April,2012,115 - 120
uk-domestic-mill-prices,Sorted office waste,May,2012,95 - 105
uk-domestic-mill-prices,Sorted office waste,June,2012,100 - 107
uk-domestic-mill-prices,Sorted office waste,July,2012,100 - 110
uk-domestic-mill-prices,Sorted office waste,August,2012,97 - 105
uk-domestic-mill-prices,Sorted office waste,September,2012,90 - 100
uk-domestic-mill-prices,Sorted office waste,October,2012,95 - 102
uk-domestic-mill-prices,Sorted office waste,November,2012,95 - 100
uk-domestic-mill-prices,Sorted office waste,December,2012,98 - 105
uk-domestic-mill-prices,Coloured best pams,January,2012,95 - 105
uk-domestic-mill-prices,Coloured best pams,February,2012,107 - 115
uk-domestic-mill-prices,Coloured best pams,March,2012,107 - 115
uk-domestic-mill-prices,Coloured best pams,April,2012,105 - 113
